0b7b368723d3e35c5d627ec1c12f23762efbcbcce54cecc5d5438c288ef8758e.pptx,yes
324059ff1bfa9ba1bed835c1e2765c1375613f4f4c92a12a5a5fc94e07448eab.pptx,no
4097499ee123344f1999d17d7484c89793b557268adc1f2a41995dfc8aca7349.pptx,yes
4dbbc876311f135e75b6c37ce5d9e2989af9b6ab497e05193f60021342a0f05d.pptx,yes
5810f8ca2ba575838e9bfd22077eca59d803cd205c1f89109fd5e8e8074856b9.pptx,yes
6d303fd6c558acb86012d30f25276d1b401dc4e9f3d5d5a438533d80827893e8.pptx,yes
6ef043739eccb23cb96e6d936999b4bfc4fa28585eca2794efcbbe8ab6e0afe1.pptx,yes
87a886c17ef288616b6ecc0daf3b858de77836e893181163bf323b0a3817aebe.pptx,no
99d1502d502dc76d93e40f10f602ced98ad0c14c4b7ca2d304f976283aa5d2a4.pptx,yes
d2753eb42e9d4e42dfb3a344a5cc5d04e0b95026a7baaed32b3dbb311a6e613f.pptx,yes
dfada26260376711f6925cc417fd8359388823d6f5f75c2228247530477edeaf.pptx,yes
a6be4174fcb493710537de1f3f70a4131653ce18fa080989d285d8d05756e18f.pptx,yes
55d2dd6022d981e1986283ca3994f54c58d17c7031c01aa4d7a9e6dabb2ce96a.pptx,yes
fb816235614e52660ab5bb02dbb998d6c84ebbbc88f29db8391b301c5d180d7e.pptx,yes
fe9c4047a119dcdf4b0246b8ccfc88ce26bc0c64f42c725df18970d37671d465.pptx,yes
cf5185f8258964688aba3aa40178a7380f13edb6a033db5b61d2f578ab8c2d26.pptx,yes
01084e2dd9a0315c67cebef6533b1578a17421fd02be88db0565230e18cd8862.pptx,yes
0b183f1c520aa6f18db08dcda890885c0a282f781922fb6a4b77969fcfb6947b.pptx,yes
15797c925ce7895df535ada6304342879da8b3d05b33c95d92118a74d75fb71d.docx,yes
162d579b8d8f5969e23f4c39803056377506ed09be738d81a5007414916e5ff7.docx,yes
224c52365d78ad909f05a965c7a3bd44315da0b874d60d3da60d662ba76b8e0d.pptx,yes
28304913fe29da10052e0b80e2114469fa8ddcdbd7b6f376130f9c7edc4e274a.docx,yes
2cd505e525620591909793ffefb5bcaa5463dd07206d1416e36b7d1a1f70be57.pptx,yes
383483ddb6966edd844c5f1f9b1905ba91602c8c4239bbb38cad1757c6996452.pptx,yes
3b257e527e108b589155245e0c6d129d8897f05de6499e86dcbb1ab291cab545.pptx,yes
3efe76ba845ba9d61f0383d4544147817eebcbecdfd4b2761eb50565e1f4a3d6.pptx,yes
4593949677a5af71faaa1b2aa85405f68bdd2f1f0f7ecf5ae7b6b53e6161a48d.pptx,yes
49bf9711b32ac4910ad4243309557b36135586cc328266ec9436729bbd89a8fb.pptx,yes
541fae2997edcd3feaa5a0beaa694a72c122811ff026010f15e38f42ffc7e4c1.pptx,yes
576a553a31abf53bc15e12e446b53c57bb9fd00a34ff834eea422534a3954226.pptx,yes
5bff935ac54cbd9b5ad1a923932d41ff22bbeb89039b89922d8395af6a534e2d.pptx,yes
5c9305d7be6de15e7406f724418dc101668f7f6a5271265ec220f9910fa0d2b1.pptx,yes
614823af53d8b61674c6240b804a36055070d3dd195cfe3e9812b0315c689b76.pptx,yes
6e470a03cdc05d20f23454fca7b7290766b1bfd6490fe40cc3eb8c346f4b0e34.pptx,yes
7dee6ab40ee7504e6dc17deb6da38c44fae8179a50a6eb06c598e2f48f348901.pptx,yes
7e2d94e3574a53402055518baacfc0ec49f29a2a72cf4f66daf716a10bf2ccf8.pptx,yes
9f49e2ec2b99a076bdd08a42d46e74ef5cdef57e5f7c2bfa58c6a1f845a90bb4.pptx,yes
a76c58fe83ac07345c86ac143c3f08f6629e356ba5e0f11ce3ab3447856949c4.pptx,yes
a827e3695b08b0dd50d2afab512eb49abcfc60869762ecd5ee1be13e43b40b2c.pptx,yes
a8f2670af7841e0c454f67c7e110ff7a9f416c05773a15438b0598bddbe64fc9.pptx,yes
adac5aff9c944d65584ba94cb30781b1225fbfa28e5c3ca9be525948558f88bb.pptx,yes
aef8c7bbb2955cf3cfeab2cd92201bcf4da51c707ba37fe2f635264348876f3a.pptx,yes
b10f5971be48cfb2d909075ff15608c9c579309a170d9854c6b5613d2f0eaf56.pptx,yes
bcb4eba655ba6008a8723b372426244ffdad0bcd50142400fec24c19520fc288.docx,yes
c104a46c6bf09157c85842907d3d47aebadfb0cc970d720276b0d77daca19b65.pptx,yes
c12ad3257ebcebd5b474377108447bf08a876ca450e2fe310da01d95c463fecd.pptx,yes
c16549728f74111e2b7510af287f54a8f92b9fad280e6635cfdbf813940eeef9.pptx,yes
c3ff9ec77ab6badff3b81e18e6dc2e39094152532e56c26b6317cd089ad44e3f.pptx,yes
cd01caf574fb97b6cc986b6a81cd676d636e4bbe725983634d774d118823daae.pptx,yes
d2bb2658cc365b0244091072e2aff7e5aaa30f1e15621226a5305052c2edaf96.pptx,yes
